path	sha256
a3_serial_dir.txt	e29f820a3981e9786bb7449890d6ed63e617af15c3e0206361efdc02e4f9f13b
a4/a3_baseline.json	0e094aafdcfb6f71eea2529e029c5cf46c640e991e7be323ec8f4ebbf8966407
a4/a3_baseline.v2_1488.json	35f7602baf06d1b6d5a04dab96d76ba92c24395e12e204e77e62ae698b31e328
a4/a3_reaudit_v2.py	d829a6197c71b6a38fb076b0bc6ceacb6fe9f9dcc8f8e3169e7cd6bb71e55b0e
bench_1306/.claude/plans/Drivers/experiments/harness/a2_runtime_freeze.json	c534022d391e409f48ae65a0ded6bbf7eb428d4a92a00407646cad77f8ef794a
bench_1306/.claude/plans/Drivers/experiments/harness/exp5_prompt_contract.manifest.json	b76a9de31fb24cda3736b99ad9919c82fc0cb6d439c0b78bab58974bd5b29625
bench_1306/.claude/plans/Drivers/experiments/harness/launch_kfields_a1.bundle.json	dc9442f344b59fae521dd6a6f672f7f9d627e143e24920977415ff591c995494
bench_1306/.claude/plans/Drivers/experiments/harness/launch_kfields_drafts.manifest.json	d65e4f877ebebfc22f51fb98c3af28ca24c3320772a73046cad90a8955133f28
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000006201-26-000031.workflow.js	4e8281b8524edf814647ca3dfbcf30d69e8a6ee31b461f91781e743fee724789
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000006201-26-000032.workflow.js	79fea185babc31da554f8f216a7cd5a16463bc41af408c708f27c604580876ca
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000027904-26-000013.workflow.js	a816b0b6a1fee4ab774b83d5577ffccbbc4f1d2d31088e5fe918ed721b5b0ca9
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000027904-26-000020.workflow.js	b5faeb0f994444bbd313549a9c3c9bad484a94eff47bf9d064bce1b5aa380b4e
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000027904-26-000022.workflow.js	d2f9b72154027193fc4577acd4002a6f35d7a2865cc37456ba492adca2d199d6
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000063908-26-000032.workflow.js	ae70dcb64ce564be778a45ae5f7f14af32941b59796f122ecedef0d0119eaf8e
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000092380-26-000044.workflow.js	842275d24d069445b5588da77fe0522a7ad7ffaa708a0435510f1a6cad77218a
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000764478-25-000057.workflow.js	06f3dd99dcf04f73b459a496e2d1bcd868f2317a56ad70fd5411d7f31c2fc57a
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000764478-26-000005.workflow.js	7c27bcd628c8c3ced0a37204b247c6cce891752933103baef67b6414858b987d
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000898173-26-000006.workflow.js	a4740c3a01ee6e0a376784be4d5900b0b2e80149d876dbca8a6045b0252ae4a6
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000940944-25-000038.workflow.js	401cdd8eed85511de46881bb014fc95d96a7ed3e28753bef1d1781325a12dd3c
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000940944-26-000005.workflow.js	7358b263915681f4b27b9504c33a65d94019779ecfa79b9c7f3d1c81b5f46f79
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000940944-26-000009.workflow.js	85979b008f74b18994eb3371db7cc990a2a3ca9d3e75f9bd9fbec46e7d5dfea0
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001041061-25-000109.workflow.js	40c8e1b346d21d7be5b93b786fc7fdd1543f063280626b47fbed02b808bed43b
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001041061-26-000003.workflow.js	b07d1d694ac215f09f285fc5139847e9314555f225a0365c36f8e64f36bc3259
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001041061-26-000084.workflow.js	446d87a122d6c9538b6185fed1e413ca029d4243438709d25c6ce057bc917552
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001058090-26-000007.workflow.js	4112d241e34a1b936400c59f63fbac0db50b63a080ffe6ca9e8d2fc272b9066b
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-25-102611.workflow.js	dbc06411b31cc73a8f2da5de671b05c2d75d3f62dbd2dffd8465d7d3614b0add
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-25-105631.workflow.js	425a2907873620c97b06b27dd8c5ec77f3ee78c84bc1ccaa9661e15d20649494
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-25-118458.workflow.js	6ae1cd829f998988e08611ffeec0f7369de04d6097fb9e14053191fdfae0d8d2
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-26-017090.workflow.js	95b128932d24938eecdefcd7ae87dcd02c4f4a1de380689457226f766491f8e7
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-26-027061.workflow.js	2e83f3ea9d201f9497ce3cb507b3567cb54f252f98195b934a4aef822ab84435
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-26-032757.workflow.js	4c2eedc9bb4996a4aafe706d7c24b2e8a704021770484ce1a235e6c9f23f83bb
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001171843-26-001288.workflow.js	d8a778450452920434e37925f7e026883e9e971d9021bb7a077aa03b4f2543d3
bench_1306/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_AAL_2026-04-23T08.30.workflow.js	1b8fa7885c5a8d4eaab81face56456fe566517e724ba3d5a2d66018bb6e4a133
