candidate_A	ok	2be60129ee18c99996b31079b155d3f4558bec4141e1d3574cdb8b3129c7746a	2be60129ee18c99996b31079b155d3f4558bec4141e1d3574cdb8b3129c7746a
candidate_B	ok	2be60129ee18c99996b31079b155d3f4558bec4141e1d3574cdb8b3129c7746a	2be60129ee18c99996b31079b155d3f4558bec4141e1d3574cdb8b3129c7746a
prompt_tree	ok	02e9d2259d0cc2567dad56786d6457893629c16eb62128c88872288f76e00122	02e9d2259d0cc2567dad56786d6457893629c16eb62128c88872288f76e00122
lanes	ok	206	206
batches	ok	103	103
batch_rows	ok	103	103
questions	ok	444	444
question_bindings	ok	444	444
prompt_pins	ok	103	103
grader_owner	ok	806a7560002a14ed5f3a4c79a78d85be0fac8abf773f8fdf9457c3d902e8abd6	806a7560002a14ed5f3a4c79a78d85be0fac8abf773f8fdf9457c3d902e8abd6
prompt_files	ok	103	103
both_builds_identical	ok	True	True
