file	line	tool_use_id	result_line	recorded_outcome	category	before_sha256	after_sha256	bytes
build_kfields_final_targeted.py	84389			pinned	recorded-base-pin		70ffcbf066fd2cbbd7aba83f6b2b9d349abab63433e191908f020b1a763fc242	52769
build_kfields_final_targeted.py	84472	toolu_01WLHJVAda58CUkAEwjC6Edv	84479	ok	read-only(raised)	70ffcbf066fd2cbbd7aba83f6b2b9d349abab63433e191908f020b1a763fc242	70ffcbf066fd2cbbd7aba83f6b2b9d349abab63433e191908f020b1a763fc242	52769
build_kfields_final_targeted.py	84723	toolu_01FNSrba5R9EpxyPjrMNoymE	84724	ok	read-only(raised)	70ffcbf066fd2cbbd7aba83f6b2b9d349abab63433e191908f020b1a763fc242	70ffcbf066fd2cbbd7aba83f6b2b9d349abab63433e191908f020b1a763fc242	52769
build_kfields_final_targeted.py	84776	toolu_017bULWjL3sYtiVCk5Rqd9C6	84783	ok	applied	70ffcbf066fd2cbbd7aba83f6b2b9d349abab63433e191908f020b1a763fc242	40b68dc8d03eea1e2fe8a00b328e3316cf644bf284ae5f53124a8e59a764ad6f	58561
build_kfields_final_targeted.py	84788	toolu_014m4kjQgVf6UWCz8MjD473B	84795	ok	applied	40b68dc8d03eea1e2fe8a00b328e3316cf644bf284ae5f53124a8e59a764ad6f	b73163963ef30ff13970ba26a94a1ff448c0b8ea70f89a369ed36d6189be0a9c	86611
build_kfields_final_targeted.py	84914	toolu_0167TfpQKPNF1NHvZkvXvHLX	84915	error	applied	b73163963ef30ff13970ba26a94a1ff448c0b8ea70f89a369ed36d6189be0a9c	62fdbe959c5548aab5fd89e9750d9abed610e425cdc3724de053a24d883f2bff	86905
build_kfields_final_targeted.py	85225	toolu_01SYE2QKp3AyPwbHmESMFFAs	85232	ok	read-only(raised)	62fdbe959c5548aab5fd89e9750d9abed610e425cdc3724de053a24d883f2bff	62fdbe959c5548aab5fd89e9750d9abed610e425cdc3724de053a24d883f2bff	86905
build_kfields_final_targeted.py	85256	toolu_01Ctud5bQGHqw2QCJe4Jep32	85257	ok	applied	62fdbe959c5548aab5fd89e9750d9abed610e425cdc3724de053a24d883f2bff	e2e909ac09871e2f55ffae5df7e4e9d9ed840cddcbfa8c2cfd0eb81faf25fadb	96425
build_kfields_final_targeted.py	85263	toolu_01Vjdgt9MFRdmi17bSqoucXM	85271	ok	applied	e2e909ac09871e2f55ffae5df7e4e9d9ed840cddcbfa8c2cfd0eb81faf25fadb	5dff31a076c6487d996e6542eabc9e1ca41bbdfd2e0137e17d93dec17ec2096a	96425
build_kfields_final_targeted.py	85278	toolu_01AUq4AAyGg2Y458Vwhe4fDL	85279	ok	read-only(raised)	5dff31a076c6487d996e6542eabc9e1ca41bbdfd2e0137e17d93dec17ec2096a	5dff31a076c6487d996e6542eabc9e1ca41bbdfd2e0137e17d93dec17ec2096a	96425
build_kfields_final_targeted.py	85650	toolu_01VrnHyAkAGFGcrjHKmzu9Er	85657	ok	applied	5dff31a076c6487d996e6542eabc9e1ca41bbdfd2e0137e17d93dec17ec2096a	eef9afa4d025966177e909278dd47ca47003e8d6e07e461b19bd8af1060cadaa	96409
build_kfields_final_targeted.py	85726	toolu_018uPoqZT8A3P68iaPxmRG8J	85727	ok	read-only(raised)	eef9afa4d025966177e909278dd47ca47003e8d6e07e461b19bd8af1060cadaa	eef9afa4d025966177e909278dd47ca47003e8d6e07e461b19bd8af1060cadaa	96409
build_kfields_final_targeted.py	85846	toolu_01JLnz8UcWVppZwwawmc4jp4	85847	error	read-only(raised)	eef9afa4d025966177e909278dd47ca47003e8d6e07e461b19bd8af1060cadaa	eef9afa4d025966177e909278dd47ca47003e8d6e07e461b19bd8af1060cadaa	96409
build_kfields_final_targeted.py	86108	toolu_01Ks6u5qA2HkAcs77dxKp2cg	86115	ok	applied	eef9afa4d025966177e909278dd47ca47003e8d6e07e461b19bd8af1060cadaa	1c34db7e1f117f25d312481a97405e6bb10d28184776660b7824be18717a81c1	103030
build_kfields_final_targeted.py	86127	toolu_015bNRKpMfD4scvfdu7tL9X3	86134	ok	applied	1c34db7e1f117f25d312481a97405e6bb10d28184776660b7824be18717a81c1	25fb1f0c688f61e12daab20aa202cc711fac08dc2fb2b29ddaa25c01809605c6	103146
