invrev	prefix.md	0e57eab2c86fd350fffd93c2f405af99ba47b54d9e9fd378045107c1d47cc9a1	0e57eab2c86fd350fffd93c2f405af99ba47b54d9e9fd378045107c1d47cc9a1	ok
invrev	package.manifest.json	61d81718dafb26b21235520e1435ab278ad6828d5c2c5c53f5de88ce5a7eecc0	61d81718dafb26b21235520e1435ab278ad6828d5c2c5c53f5de88ce5a7eecc0	ok
invrev	final_sign_input.template.json	e8d8e0ad3265e252d60886e770e00d6c0d19744ec33fb2e601414daacceedd52	e8d8e0ad3265e252d60886e770e00d6c0d19744ec33fb2e601414daacceedd52	ok
inventory	final	57a1cdd01125bc1953a4e31c3f534760c2c15eaea4bf2d10c5c451a5e36d03ff	57a1cdd01125bc1953a4e31c3f534760c2c15eaea4bf2d10c5c451a5e36d03ff	ok
baseline	a3_baseline.json	0e094aafdcfb6f71eea2529e029c5cf46c640e991e7be323ec8f4ebbf8966407	0e094aafdcfb6f71eea2529e029c5cf46c640e991e7be323ec8f4ebbf8966407	ok
phase-1_package	phase1.manifest.json	2592bd6d8396d0199da079957faacb40dc8cdbd2ddc4fa71d72a30018992d52b	2592bd6d8396d0199da079957faacb40dc8cdbd2ddc4fa71d72a30018992d52b	ok
phase-1_package	rules.txt	dae73ae098abeb7de4e2844a19398898714d0d1a89166d798486aa170c3a8b9a	dae73ae098abeb7de4e2844a19398898714d0d1a89166d798486aa170c3a8b9a	ok
kf-a4-phase1-196-20260821T163310Z	receipt	98ecc6762493a5a36a02ca785b836b2761a5dfa8602bd3789068231008573442	98ecc6762493a5a36a02ca785b836b2761a5dfa8602bd3789068231008573442	ok
kf-a4-phase1-196-20260821T163310Z	finalization	45e0f404506c6178a11cd455ad8e5fe3e2a466bf5cb4b29ae743df67781f277e	45e0f404506c6178a11cd455ad8e5fe3e2a466bf5cb4b29ae743df67781f277e	ok
kf-a4-phase1-196-20260821T163310Z	retry receipt	ec6f58b6ead6764e792e303613a566ecfc418b972a5abee17b75641a31a5875c	ec6f58b6ead6764e792e303613a566ecfc418b972a5abee17b75641a31a5875c	ok
kf-a4-phase1-196-20260821T163310Z	retry finalization	008190ab7deca0a5d3a5c9180ad8819779891a569a3f69d6fc385ce4b6e5fdbe	008190ab7deca0a5d3a5c9180ad8819779891a569a3f69d6fc385ce4b6e5fdbe	ok
derived	regrade_1370.json	f587b7ab3d08933b49bd6f04f4d9ecc9eff8e043f1d41c33a60a6faeea170b7f	f587b7ab3d08933b49bd6f04f4d9ecc9eff8e043f1d41c33a60a6faeea170b7f	ok
derived	conflicts_1370.json	29293450b302e7e158daef7591ccd3bf57967101b907f176ad298ae548f60728	29293450b302e7e158daef7591ccd3bf57967101b907f176ad298ae548f60728	ok
hard-review_package	hard_review.manifest.json	3666352de6f9217bfc440a1f40fb7dce1182c2c9edd71d675c2f65626e8102e0	3666352de6f9217bfc440a1f40fb7dce1182c2c9edd71d675c2f65626e8102e0	ok
hard-review_package	item prefix	8b6e0952ea4ae88e51acc118dc8416567dbc2d96caca8b64f0a5b00285273437	8b6e0952ea4ae88e51acc118dc8416567dbc2d96caca8b64f0a5b00285273437	ok
hard-review_package	group prefix	ed4778c0e595d36574a49b306153ec58c35f4ef23205882bd5f064602437a800	ed4778c0e595d36574a49b306153ec58c35f4ef23205882bd5f064602437a800	ok
kf-a4-hardreview-70-20260822T015053Z	receipt	13f0285fab13588bd6c7132d36bfd2a1d7636b11b9a867219fff19326dd121ba	13f0285fab13588bd6c7132d36bfd2a1d7636b11b9a867219fff19326dd121ba	ok
kf-a4-hardreview-70-20260822T015053Z	finalization	92e4a63c7e907656f6dbf754d5edeba3174a453578806897b26a5cb46684efad	92e4a63c7e907656f6dbf754d5edeba3174a453578806897b26a5cb46684efad	ok
kf-a4-hardreview-70-20260822T015053Z	retry receipt	af042823e94ff7d002b57a1936ff446737299b130fc0b509ad70b3445d8b64a8	af042823e94ff7d002b57a1936ff446737299b130fc0b509ad70b3445d8b64a8	ok
kf-a4-hardreview-70-20260822T015053Z	retry finalization	8e8ce1c7907396c836e3baee034e0b884cea675a1647bc98a266e656fab61dbd	8e8ce1c7907396c836e3baee034e0b884cea675a1647bc98a266e656fab61dbd	ok
correction_package	manifest	f8a43013a4ad38216cc3eeba90b324490ea616e8dfd1e40a69d5a3c64ab25254	f8a43013a4ad38216cc3eeba90b324490ea616e8dfd1e40a69d5a3c64ab25254	ok
correction_package	prefix	0037a9c3abf9993b2b3dd270c07fb523119c6cfef63fa6c1b142b1622b4102d2	0037a9c3abf9993b2b3dd270c07fb523119c6cfef63fa6c1b142b1622b4102d2	ok
kf-a4-hrfix-4-20260822T050131Z	receipt	4bcc3cc8fbaf5bddbcbd35866916cfcdef784be1eb357cc0b8bffcc4190ec56f	4bcc3cc8fbaf5bddbcbd35866916cfcdef784be1eb357cc0b8bffcc4190ec56f	ok
kf-a4-hrfix-4-20260822T050131Z	finalization	04a802d97e254fdcf8cc2023ea5e89536252745df9e23b7172f25224cf9e438e	04a802d97e254fdcf8cc2023ea5e89536252745df9e23b7172f25224cf9e438e	ok
final_seven-file_package	final.manifest.json	cc4d4d8e641340dbadd9977633d8f0abb5db66dc2528d22fc579915f395146fc	cc4d4d8e641340dbadd9977633d8f0abb5db66dc2528d22fc579915f395146fc	ok
final_seven-file_package	prompt_prefix_final.txt	8bd77f7698876dae52b633ccf0e4bc5d5a3b4845c8d84f6348d9e30cdd16f8b5	8bd77f7698876dae52b633ccf0e4bc5d5a3b4845c8d84f6348d9e30cdd16f8b5	ok
final_seven-file_package	owner_rulings_1383.txt	a925ba6ffce6ae14a47c942f5c660c626d13c1060910c2e79055680c7632dbca	a925ba6ffce6ae14a47c942f5c660c626d13c1060910c2e79055680c7632dbca	ok
final_seven-file_package	decision_rules_1387.txt	d5830182899461c7a34f3eed3f3cc374a40412618f9c80e2047f029c6a933fb2	d5830182899461c7a34f3eed3f3cc374a40412618f9c80e2047f029c6a933fb2	ok
final_seven-file_package	v4_findings_1390.txt	0b669decd55e430fb86271378db177a0b1c2525eaa6ec6455dfbb22d7fdce6e0	0b669decd55e430fb86271378db177a0b1c2525eaa6ec6455dfbb22d7fdce6e0	ok
final_seven-file_package	v5_findings_1394.txt	11a086123f4081be6561839527625ed42773faa800226520f6b7e01d6d98a1d1	11a086123f4081be6561839527625ed42773faa800226520f6b7e01d6d98a1d1	ok
final_seven-file_package	v6_findings_1396.txt	b9842d7db6d3454587fc6bda25ec9bec41c3183832010b2a3f6d5189dda43ef3	b9842d7db6d3454587fc6bda25ec9bec41c3183832010b2a3f6d5189dda43ef3	ok
kf-a4-final-36-20260822T162832Z	receipt	ea74a48ed202f8ce8d3fbab2d761436520c6046072b32763656d3ee5a4af72f8	ea74a48ed202f8ce8d3fbab2d761436520c6046072b32763656d3ee5a4af72f8	ok
kf-a4-final-36-20260822T162832Z	finalization	e985bd45cdabd43e3a1be5dc5c306d434a44b0240c73797ef10ba3f6dbfcf7d6	e985bd45cdabd43e3a1be5dc5c306d434a44b0240c73797ef10ba3f6dbfcf7d6	ok
